['so-called', 'VBN']     ['so-called', 'JJ']
['up', 'IN']     ['up', 'RB']
['Banks', 'NNS']     ['Banks', 'NNP']
['Reports', 'NNPS']     ['Reports', 'NNS']
['CD', 'NN']     ['CD', 'NNP']
['small-denomination', 'JJ']     ['small-denomination', 'NN']
['to', 'IN']     ['to', 'TO']
['half', 'DT']     ['half', 'NN']
['much', 'RB']     ['much', 'JJ']
['less', 'RBR']     ['less', 'JJR']
['average', 'NN']     ['average', 'JJ']
['ended', 'VBD']     ['ended', 'VBN']
['down', 'RP']     ['down', 'RB']
['to', 'IN']     ['to', 'TO']
['T-bills', 'NNPS']     ['T-bills', 'NNS']
['to', 'IN']     ['to', 'TO']
['before', 'IN']     ['before', 'RB']
['to', 'IN']     ['to', 'TO']
['to', 'IN']     ['to', 'TO']
['before', 'IN']     ['before', 'RB']
['large-denomination', 'JJ']     ['large-denomination', 'NN']
['drops', 'NNS']     ['drops', 'VBZ']
['CD', 'NN']     ['CD', 'NNP']
['average', 'NN']     ['average', 'JJ']
['before', 'IN']     ['before', 'RB']
['offering', 'VBG']     ['offering', 'NN']
['CD', 'NN']     ['CD', 'JJ']
['further', 'RB']     ['further', 'JJ']
['Manufacturers', 'NNPS']     ['Manufacturers', 'NNP']
['That', 'WDT']     ['That', 'DT']
['CD', 'NN']     ['CD', 'NNP']
['Conservatives', 'NNPS']     ['Conservatives', 'NNS']
['to', 'IN']     ['to', 'TO']
['unwavering', 'NN']     ['unwavering', 'VBG']
['exchange-rate', 'JJ']     ['exchange-rate', 'NN']
['to', 'IN']     ['to', 'TO']
['further', 'RB']     ['further', 'JJ']
['to', 'IN']     ['to', 'TO']
['approved', 'VBN']     ['approved', 'VBD']
['At', 'RB']     ['At', 'IN']
['least', 'RBS']     ['least', 'JJS']
['to', 'IN']     ['to', 'TO']
['Second', 'RB']     ['Second', 'JJ']
['Opponents', 'NNPS']     ['Opponents', 'NNS']
['practices', 'VBZ']     ['practices', 'NNS']
['emergencies', 'VBZ']     ['emergencies', 'NNS']
['up', 'RP']     ['up', 'IN']
['all', 'RB']     ['all', 'DT']
['around', 'IN']     ['around', 'RB']
['key', 'NN']     ['key', 'JJ']
['to', 'IN']     ['to', 'TO']
['inflated', 'VBN']     ['inflated', 'JJ']
['regulated', 'VBD']     ['regulated', 'VBN']
['to', 'IN']     ['to', 'TO']
['that', 'WDT']     ['that', 'IN']
['give', 'VBP']     ['give', 'NN']
['support', 'VBP']     ['support', 'NN']
['limit', 'VB']     ['limit', 'NN']
['feeling', 'VBG']     ['feeling', 'NN']
['shortchanged', 'JJ']     ['shortchanged', 'VBN']
['to', 'IN']     ['to', 'TO']
['future', 'JJ']     ['future', 'NN']
['calls', 'NNS']     ['calls', 'VBZ']
['to', 'IN']     ['to', 'TO']
['up', 'RP']     ['up', 'IN']
['IMF-approved', 'VBD']     ['IMF-approved', 'JJ']
['to', 'IN']     ['to', 'TO']
['year-end', 'VB']     ['year-end', 'NN']
['to', 'IN']     ['to', 'TO']
['up', 'RP']     ['up', 'IN']
['alternative', 'JJ']     ['alternative', 'NN']
['Republican', 'JJ']     ['Republican', 'NNP']
['suspended', 'VBD']     ['suspended', 'VBN']
['other', 'JJ']     ['other', 'NN']
['cheated', 'VBD']     ['cheated', 'VBN']
['Merc', 'NNP']     ['Merc', 'NN']
['to', 'IN']     ['to', 'TO']
['suspended', 'VBD']     ['suspended', 'VBN']
['to', 'IN']     ['to', 'TO']
['indicted', 'VBN']     ['indicted', 'VBD']
['both', 'CC']     ['both', 'DT']
['to', 'IN']     ['to', 'TO']
['Tele-Communications', 'NNPS']     ['Tele-Communications', 'NNP']
['half', 'DT']     ['half', 'NN']
['on-again', 'NN']     ['on-again', 'JJ']
['off-again', 'NNP']     ['off-again', 'JJ']
['to', 'IN']     ['to', 'TO']
['close', 'JJ']     ['close', 'RB']
['to', 'IN']     ['to', 'TO']
['to', 'IN']     ['to', 'TO']
['about', 'RB']     ['about', 'IN']
['to', 'IN']     ['to', 'TO']
['close', 'JJ']     ['close', 'RB']
['to', 'IN']     ['to', 'TO']
['concerned', 'JJ']     ['concerned', 'VBN']
['to', 'IN']     ['to', 'TO']
['that', 'WDT']     ['that', 'IN']
['to', 'IN']     ['to', 'TO']
['up', 'RP']     ['up', 'IN']
['in', 'RP']     ['in', 'IN']
['comment', 'NN']     ['comment', 'VB']
['to', 'IN']     ['to', 'TO']
['Communications', 'NNPS']     ['Communications', 'NNP']
['second', 'RB']     ['second', 'JJ']
['buy-out', 'JJ']     ['buy-out', 'NN']
['Machinists', 'NNPS']     ['Machinists', 'NNS']
['called', 'VBD']     ['called', 'VBN']
['off', 'RP']     ['off', 'IN']
['labeled', 'VBD']     ['labeled', 'VBN']
['Employees', 'NNPS']     ['Employees', 'NNP']
['to', 'IN']     ['to', 'TO']
['striking', 'VBG']     ['striking', 'JJ']
['Machinists', 'NNPS']     ['Machinists', 'NNS']
['back', 'RB']     ['back', 'JJ']
['to', 'IN']     ['to', 'TO']
['data-processing', 'JJ']     ['data-processing', 'NN']
['off', 'RP']     ['off', 'IN']
['to', 'IN']     ['to', 'TO']
['wrest', 'JJS']     ['wrest', 'VB']
['Securities', 'NNPS']     ['Securities', 'NNP']
['filing', 'VBG']     ['filing', 'NN']
['to', 'IN']     ['to', 'TO']
['Intelogic', 'JJ']     ['Intelogic', 'NNP']
['to', 'IN']     ['to', 'TO']
['to', 'IN']     ['to', 'TO']
['to', 'IN']     ['to', 'TO']
['Intelogic', 'JJ']     ['Intelogic', 'NNP']
['alarmed', 'JJ']     ['alarmed', 'VBN']
['more', 'RBR']     ['more', 'JJR']
['sweeping', 'JJ']     ['sweeping', 'VBG']
['curb', 'NN']     ['curb', 'VB']
['slow', 'VB']     ['slow', 'JJ']
['only', 'JJ']     ['only', 'RB']
['estimated', 'VBD']     ['estimated', 'VBN']
['to', 'IN']     ['to', 'TO']
['profit-taking', 'JJ']     ['profit-taking', 'NN']
['rebound', 'VB']     ['rebound', 'NN']
['off', 'RP']     ['off', 'IN']
['lows', 'VBZ']     ['lows', 'NNS']
['to', 'IN']     ['to', 'TO']
['intraday', 'NN']     ['intraday', 'JJ']
['low', 'JJ']     ['low', 'NN']
['intraday', 'NN']     ['intraday', 'JJ']
['low', 'JJ']     ['low', 'NN']
['stabilized', 'VBD']     ['stabilized', 'VBN']
['intraday', 'NN']     ['intraday', 'JJ']
['to', 'IN']     ['to', 'TO']
['Manufacturers', 'NNPS']     ['Manufacturers', 'NNP']
['enough', 'JJ']     ['enough', 'RB']
['that', 'IN']     ['that', 'WDT']
['manufactured', 'VBN']     ['manufactured', 'VBD']
['to', 'IN']     ['to', 'TO']
['down', 'RP']     ['down', 'RB']
['up', 'RB']     ['up', 'IN']
['trading', 'VBG']     ['trading', 'NN']
['close', 'RB']     ['close', 'NN']
['Later', 'RBR']     ['Later', 'RB']
['to', 'IN']     ['to', 'TO']
['point', 'VB']     ['point', 'NN']
['well', 'RB']     ['well', 'JJ']
['bid', 'VBN']     ['bid', 'NN']
['Seven', 'NNP']     ['Seven', 'CD']
['comprises', 'NNS']     ['comprises', 'VBZ']
['so-called', 'VBN']     ['so-called', 'NNP']
['to', 'IN']     ['to', 'TO']
['to', 'IN']     ['to', 'TO']
['interest', 'NN']     ['interest', 'VBP']
['to', 'IN']     ['to', 'TO']
['about', 'RB']     ['about', 'IN']
['below', 'RB']     ['below', 'IN']
['that', 'WDT']     ['that', 'IN']
['other', 'JJ']     ['other', 'NN']
['up', 'RP']     ['up', 'IN']
['involved', 'VBD']     ['involved', 'VBN']
['future', 'JJ']     ['future', 'NN']
['binding', 'VBG']     ['binding', 'NN']
['so-called', 'VBN']     ['so-called', 'JJ']
['analog', 'JJ']     ['analog', 'NN']
['concern', 'NN']     ['concern', 'VBP']
['to', 'IN']     ['to', 'TO']
['operating', 'NN']     ['operating', 'VBG']
['ABC-TV', 'CD']     ['ABC-TV', 'NNP']
['broadcast', 'VBD']     ['broadcast', 'NN']
['share', 'VB']     ['share', 'NN']
['point', 'NN']     ['point', 'VBP']
['Giants', 'NNPS']     ['Giants', 'NNP']
['top', 'NN']     ['top', 'JJ']
['in', 'RP']     ['in', 'IN']
['place', 'VB']     ['place', 'NN']
['top', 'NN']     ['top', 'JJ']
['No', 'DT']     ['No', 'NN']
['to', 'IN']     ['to', 'TO']
['to', 'IN']     ['to', 'TO']
['to', 'IN']     ['to', 'TO']
['as', 'RB']     ['as', 'IN']
['to', 'IN']     ['to', 'TO']
['limited', 'VBN']     ['limited', 'JJ']
['Tender', 'NNP']     ['Tender', 'NN']
['Leaf', 'NNP']     ['Leaf', 'NN']
['concern', 'NN']     ['concern', 'VBP']
['Funds', 'NNPS']     ['Funds', 'NNS']
['Services', 'NNPS']     ['Services', 'NNP']
['incest', 'VB']     ['incest', 'NN']
['put', 'VBD']     ['put', 'VBP']
['off', 'RP']     ['off', 'IN']
['firm', 'JJ']     ['firm', 'NN']
['to', 'IN']     ['to', 'TO']
['president', 'NNP']     ['president', 'NN']
['opponents', 'VBZ']     ['opponents', 'NNS']
['up', 'RP']     ['up', 'IN']
['up', 'RP']     ['up', 'IN']
['said', 'VBN']     ['said', 'VBD']
['to', 'IN']     ['to', 'TO']
['open', 'VBP']     ['open', 'VB']
['NEWSPAPERS', 'NNP']     ['NEWSPAPERS', 'NNS']
['chains', 'VBZ']     ['chains', 'NNS']
['Publications', 'NNPS']     ['Publications', 'NNP']
['Dirks', 'NNPS']     ['Dirks', 'NNP']
['central', 'NNP']     ['central', 'JJ']
['bank', 'NNP']     ['bank', 'NN']
['loan-loss', 'JJ']     ['loan-loss', 'NN']
['to', 'IN']     ['to', 'TO']
['Brothers', 'NNPS']     ['Brothers', 'NNP']
['securities-firm', 'JJ']     ['securities-firm', 'NN']
['to', 'IN']     ['to', 'TO']
['to', 'IN']     ['to', 'TO']
['infected', 'JJ']     ['infected', 'VBN']
['individual', 'NN']     ['individual', 'JJ']
['demonstrated', 'VBD']     ['demonstrated', 'VBN']
['infected', 'JJ']     ['infected', 'VBN']
['infected', 'JJ']     ['infected', 'VBN']
['deteriorate', 'VBP']     ['deteriorate', 'VB']
['to', 'IN']     ['to', 'TO']
['to', 'IN']     ['to', 'TO']
['machine-tool', 'NN']     ['machine-tool', 'JJ']
['put', 'VBN']     ['put', 'VBP']
['up', 'RP']     ['up', 'IN']
['restructuring', 'VBG']     ['restructuring', 'NN']
['announced', 'VBN']     ['announced', 'VBD']
['to', 'IN']     ['to', 'TO']
['accepted', 'VBN']     ['accepted', 'VBD']
['to', 'IN']     ['to', 'TO']
['accepted', 'VBN']     ['accepted', 'VBD']
['next', 'IN']     ['next', 'JJ']
['consolidated', 'VBN']     ['consolidated', 'JJ']
['totaled', 'VBN']     ['totaled', 'VBD']
['Operating', 'NNP']     ['Operating', 'NN']
['to', 'IN']     ['to', 'TO']
['to', 'IN']     ['to', 'TO']
['to', 'IN']     ['to', 'TO']
['before', 'IN']     ['before', 'RB']
['to', 'IN']     ['to', 'TO']
['to', 'IN']     ['to', 'TO']
['earlier', 'JJR']     ['earlier', 'RBR']
['voting', 'VBG']     ['voting', 'NN']
['that', 'WDT']     ['that', 'IN']
['sets', 'VBZ']     ['sets', 'NNS']
['Fed', 'NNP']     ['Fed', 'JJ']
['to', 'IN']     ['to', 'TO']
['talks', 'VBZ']     ['talks', 'NNS']
['Net', 'NNP']     ['Net', 'NN']
['to', 'IN']     ['to', 'TO']
['earlier', 'JJR']     ['earlier', 'RBR']
['to', 'IN']     ['to', 'TO']
['Polyvinyl', 'NNP']     ['Polyvinyl', 'NN']
['executive', 'JJ']     ['executive', 'NN']
['plastic', 'JJ']     ['plastic', 'NN']
['siding', 'VBG']     ['siding', 'NN']
['segment', 'NN']     ['segment', 'VBP']
['Third-quarter', 'NNP']     ['Third-quarter', 'JJ']
['group', 'NN']     ['group', 'VBP']
['to', 'IN']     ['to', 'TO']
['operating', 'NN']     ['operating', 'VBG']
['to', 'IN']     ['to', 'TO']
['shares', 'NNS']     ['shares', 'VBZ']
['Ohio-based', 'VBD']     ['Ohio-based', 'JJ']
['to', 'IN']     ['to', 'TO']
['daily', 'RB']     ['daily', 'JJ']
['Il', 'NNP']     ['Il', 'FW']
['there', 'RB']     ['there', 'EX']
['foremost', 'RB']     ['foremost', 'JJ']
['that', 'IN']     ['that', 'DT']
['to', 'IN']     ['to', 'TO']
['exchanges', 'NNS']     ['exchanges', 'VBZ']
['future', 'JJ']     ['future', 'NN']
['on', 'RP']     ['on', 'IN']
['tight', 'RB']     ['tight', 'JJ']
['to', 'IN']     ['to', 'TO']
['That', 'IN']     ['That', 'DT']
['set', 'VBD']     ['set', 'VBN']
['about', 'RB']     ['about', 'IN']
['bumpy', 'NN']     ['bumpy', 'JJ']
['late', 'RB']     ['late', 'JJ']
['Will', 'NNP']     ['Will', 'MD']
['depositary', 'JJ']     ['depositary', 'NN']
['up', 'RB']     ['up', 'IN']
['closing', 'NN']     ['closing', 'VBG']
['one-fourth', 'JJ']     ['one-fourth', 'NN']
['over-the-counter', 'NN']     ['over-the-counter', 'JJ']
['much', 'JJ']     ['much', 'NN']
['cooling', 'VBG']     ['cooling', 'NN']
['put', 'VBN']     ['put', 'NN']
['Will', 'NNP']     ['Will', 'MD']
['Sit', 'NNP']     ['Sit', 'VB']
['tight', 'RB']     ['tight', 'JJ']
['zigzags', 'NNP']     ['zigzags', 'NNS']
['reacts', 'NNS']     ['reacts', 'VBZ']
['firms', 'NNS']     ['firms', 'VBZ']
['up', 'RP']     ['up', 'IN']
['to', 'IN']     ['to', 'TO']
['executive', 'JJ']     ['executive', 'NN']
['Jaguar', 'NNP']     ['Jaguar', 'NN']
['such', 'PDT']     ['such', 'JJ']
['early', 'RB']     ['early', 'JJ']
['out', 'RP']     ['out', 'IN']
['takeover-stock', 'NN']     ['takeover-stock', 'JJ']
['enough', 'JJ']     ['enough', 'RB']
['votes', 'NNS']     ['votes', 'VBZ']
['counterbid', 'VB']     ['counterbid', 'NN']
['Will', 'NNP']     ['Will', 'MD']
['determined', 'JJ']     ['determined', 'VBN']
['to', 'IN']     ['to', 'TO']
['quite', 'PDT']     ['quite', 'RB']
['up', 'RP']     ['up', 'IN']
['Seattle-based', 'VBN']     ['Seattle-based', 'JJ']
['firm', 'JJ']     ['firm', 'NN']
['out', 'RP']     ['out', 'IN']
['rival', 'NN']     ['rival', 'JJ']
['to', 'IN']     ['to', 'TO']
['sold', 'VBD']     ['sold', 'VBN']
['holding', 'NN']     ['holding', 'VBG']
['Of', 'RB']     ['Of', 'IN']
['course', 'RB']     ['course', 'NN']
['Symbol', 'NNP']     ['Symbol', 'NN']
['Business', 'NNP']     ['Business', 'NN']
['Luxury', 'NNP']     ['Luxury', 'NN']
['Year', 'NNP']     ['Year', 'NN']
['ended', 'VBD']     ['ended', 'VBN']
['Revenue', 'NNP']     ['Revenue', 'NN']
['Net', 'NNP']     ['Net', 'JJ']
['next', 'IN']     ['next', 'JJ']
['alternative', 'JJ']     ['alternative', 'NN']
['Co', 'NN']     ['Co', 'NNP']
['acquired', 'VBD']     ['acquired', 'VBN']
['most', 'JJS']     ['most', 'RBS']
['pharmaceutical', 'NN']     ['pharmaceutical', 'JJ']
['to', 'IN']     ['to', 'TO']
['led', 'VBD']     ['led', 'VBN']
['to', 'IN']     ['to', 'TO']
['changes', 'VBZ']     ['changes', 'NNS']
['to', 'IN']     ['to', 'TO']
['to', 'IN']     ['to', 'TO']
['increased', 'VBN']     ['increased', 'VB']
['to', 'IN']     ['to', 'TO']
['earlier', 'JJR']     ['earlier', 'RBR']
['up', 'RP']     ['up', 'IN']
['to', 'IN']     ['to', 'TO']
['that', 'DT']     ['that', 'IN']
['most', 'JJS']     ['most', 'RBS']
['personal-computer', 'JJ']     ['personal-computer', 'NN']
['bellwether', 'JJ']     ['bellwether', 'NN']
['operating', 'NN']     ['operating', 'VBG']
['personal-computer', 'JJ']     ['personal-computer', 'NN']
['ended', 'VBD']     ['ended', 'VBN']
['up', 'RP']     ['up', 'IN']
['year-ago', 'NNP']     ['year-ago', 'JJ']
['Revenue', 'NNP']     ['Revenue', 'NN']
['to', 'IN']     ['to', 'TO']
['over-the-counter', 'NN']     ['over-the-counter', 'JJ']
['to', 'IN']     ['to', 'TO']
['early', 'RB']     ['early', 'JJ']
['to', 'IN']     ['to', 'TO']
['do', 'VB']     ['do', 'VBP']
['operating', 'NN']     ['operating', 'VBG']
['that', 'IN']     ['that', 'DT']
['year-ago', 'NNP']     ['year-ago', 'JJ']
['up', 'RP']     ['up', 'IN']
['to', 'IN']     ['to', 'TO']
['earlier', 'JJR']     ['earlier', 'RBR']
['to', 'IN']     ['to', 'TO']
['much', 'RB']     ['much', 'JJ']
['to', 'IN']     ['to', 'TO']
['That', 'IN']     ['That', 'DT']
['sales', 'NNS']     ['sales', 'VBZ']
['Systems', 'NNPS']     ['Systems', 'NNP']
['future', 'JJ']     ['future', 'NN']
['set', 'NN']     ['set', 'VBN']
['computing', 'NN']     ['computing', 'VBG']
['Computers', 'NNPS']     ['Computers', 'NNP']
['MIPs', 'NNS']     ['MIPs', 'NNP']
['RISC-based', 'NNP']     ['RISC-based', 'JJ']
['intended', 'VBD']     ['intended', 'VBN']
['generalpurpose', 'NN']     ['generalpurpose', 'JJ']
['high-performance', 'NN']     ['high-performance', 'JJ']
['STOCK', 'NNP']     ['STOCK', 'NN']
['SKIDDED', 'VBP']     ['SKIDDED', 'VBD']
['to', 'IN']     ['to', 'TO']
['British', 'NNP']     ['British', 'JJ']
['aborted', 'VBN']     ['aborted', 'JJ']
['buy-out', 'JJ']     ['buy-out', 'NN']
['earlier', 'JJR']     ['earlier', 'RBR']
['Stock', 'NNP']     ['Stock', 'NN']
['selling', 'NN']     ['selling', 'VBG']
['off', 'RP']     ['off', 'IN']
['lower', 'RBR']     ['lower', 'JJR']
['to', 'IN']     ['to', 'TO']
['to', 'IN']     ['to', 'TO']
['bottomed', 'VBD']     ['bottomed', 'VBN']
['out', 'RP']     ['out', 'IN']
['to', 'IN']     ['to', 'TO']
['loans', 'VBZ']     ['loans', 'NNS']
['such', 'PDT']     ['such', 'JJ']
['due', 'IN']     ['due', 'JJ']
['to', 'IN']     ['to', 'TO']
['alternative', 'JJ']     ['alternative', 'NN']
['to', 'IN']     ['to', 'TO']
['Tele-Communications', 'NNS']     ['Tele-Communications', 'NNP']
['half', 'DT']     ['half', 'NN']
['to', 'IN']     ['to', 'TO']
['plans', 'NNS']     ['plans', 'VBZ']
['sell', 'VBP']     ['sell', 'VB']
['anger', 'VB']     ['anger', 'NN']
['in', 'RP']     ['in', 'IN']
['much', 'RB']     ['much', 'JJ']
['House-Senate', 'JJ']     ['House-Senate', 'NNP']
['to', 'IN']     ['to', 'TO']
['to', 'IN']     ['to', 'TO']
['deficit-reduction', 'JJ']     ['deficit-reduction', 'NN']
['Resources', 'NNP']     ['Resources', 'NNPS']
['Warner-Lambert', ':']     ['Warner-Lambert', 'NNP']
['Markets', 'NNP']     ['Markets', 'NNS']
['Stocks', 'NNPS']     ['Stocks', 'NNS']
['Volume', 'NNP']     ['Volume', 'NN']
['off', 'RP']     ['off', 'IN']
['Bonds', 'NNP']     ['Bonds', 'NNS']
['Commodities', 'NNP']     ['Commodities', 'NNS']
['Dollar', 'NNP']     ['Dollar', 'NN']
['up', 'RP']     ['up', 'IN']
['to', 'IN']     ['to', 'TO']
['said', 'VBN']     ['said', 'VBD']
['next', 'IN']     ['next', 'JJ']
['Associates', 'NNPS']     ['Associates', 'NNP']
['disclosed', 'VBD']     ['disclosed', 'VBN']
['ball-bearing', 'JJ']     ['ball-bearing', 'NN']
['tender', 'VB']     ['tender', 'VBP']
['Securities', 'NNPS']     ['Securities', 'NNP']
['A', 'NNP']     ['A', 'DT']
['to', 'IN']     ['to', 'TO']
['Spanish-language', 'NN']     ['Spanish-language', 'JJ']
['co-founded', 'VBN']     ['co-founded', 'VBD']
['Partners', 'VBZ']     ['Partners', 'NNPS']
['California-based', 'VBN']     ['California-based', 'JJ']
['to', 'IN']     ['to', 'TO']
['to', 'IN']     ['to', 'TO']
['to', 'IN']     ['to', 'TO']
['that', 'WDT']     ['that', 'DT']
['close', 'JJ']     ['close', 'RB']
['to', 'IN']     ['to', 'TO']
['posted', 'VBN']     ['posted', 'VBD']
['double', 'PDT']     ['double', 'VB']
['newspaper-delivery', 'JJ']     ['newspaper-delivery', 'NN']
['spread', 'VBN']     ['spread', 'NN']
['to', 'IN']     ['to', 'TO']
['spread', 'VBN']     ['spread', 'NN']
['six-year-old', 'NNP']     ['six-year-old', 'JJ']
['about', 'IN']     ['about', 'RB']
['paid', 'VBD']     ['paid', 'VBN']
['provided', 'VBN']     ['provided', 'VBD']
['preferred', 'VBN']     ['preferred', 'JJ']
['Central', 'JJ']     ['Central', 'NNP']
['to', 'IN']     ['to', 'TO']
